generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1765913481-HQli3ZirVSFvySKZu7WN,2025-12-16 19:31:21.109,0.001805,,-0.00003,0,0,7332,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,591,,trabalho-deep-learning-mestrado
gen-1765913480-AgC7J6j6qsPVgyI1fM1K,2025-12-16 19:31:20.387,0.001911,,-0.000023,0,0,7728,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,613,,trabalho-deep-learning-mestrado
gen-1765913479-WnAl4XRygxeFboFX5xEj,2025-12-16 19:31:19.662,0.001959,,-0.00003,0,0,7950,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,630,,trabalho-deep-learning-mestrado
gen-1765913478-dQ5Ersp5CBdBiSlDdlNU,2025-12-16 19:31:18.871,0.001377,,-0.000023,0,0,5589,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,585,,trabalho-deep-learning-mestrado
gen-1765913478-ybXRwwJCzDnu4L1xH78i,2025-12-16 19:31:18.098,0.00127,,-0.00003,0,0,5192,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,683,,trabalho-deep-learning-mestrado
gen-1765913477-fJaAFUr6PT0UiaxVAv2A,2025-12-16 19:31:17.642,0.000449,,-0.000023,0,0,1878,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,362,,trabalho-deep-learning-mestrado
gen-1765913477-D1Ex79KzwD83Pu4rOWHG,2025-12-16 19:31:16.996,0.001696,,-0.00003,0,0,6895,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,18,564,,trabalho-deep-learning-mestrado
gen-1765913476-zs7qnOKlnpj5kpw8mdy5,2025-12-16 19:31:16.456,0.001125,,-0.00003,0,0,4614,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,448,,trabalho-deep-learning-mestrado
gen-1765913475-AfNrooc51PXSyIZWhAKF,2025-12-16 19:31:15.804,0.00138,,-0.00003,0,0,5631,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,540,,trabalho-deep-learning-mestrado
gen-1765913475-j8TR8Y2B6yV6sLEXBzxe,2025-12-16 19:31:15.209,0.001314,,-0.00003,0,0,5369,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,496,,trabalho-deep-learning-mestrado
gen-1765913474-DBClqHEfmLyk8hFXVaCW,2025-12-16 19:31:14.643,0.001227,,-0.00003,0,0,5019,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,37,469,,trabalho-deep-learning-mestrado
gen-1765913474-PjsmHO522dm0AJ4FvjOw,2025-12-16 19:31:14.250,0.00033,,-0.000026,0,0,1416,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,306,,trabalho-deep-learning-mestrado
gen-1765913473-i9pkSL9hM0bNaRK65832,2025-12-16 19:31:13.712,0.000976,,-0.000023,0,0,3986,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,444,,trabalho-deep-learning-mestrado
gen-1765913473-fDNNwZ5zrlIoSNe8czwO,2025-12-16 19:31:13.005,0.001932,,-0.00003,0,0,7840,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,611,,trabalho-deep-learning-mestrado
gen-1765913472-b9yswBEhdkt1oRrFd4oD,2025-12-16 19:31:12.371,0.001613,,-0.000026,0,0,6551,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,542,,trabalho-deep-learning-mestrado
gen-1765913471-MrlDF4pEuVntseB65XuB,2025-12-16 19:31:11.387,0.001695,,-0.000023,0,0,6861,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,39,707,,trabalho-deep-learning-mestrado
gen-1765913470-Jyzdvt8RVAVjLfognNeY,2025-12-16 19:31:10.692,0.001446,,-0.000026,0,0,5882,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,44,588,,trabalho-deep-learning-mestrado
gen-1765913470-06eNUppoTHvs38pwhNW5,2025-12-16 19:31:10.053,0.001424,,-0.000023,0,0,5780,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,540,,trabalho-deep-learning-mestrado
gen-1765913469-rQHBj8jjFE0XpmbjBFIs,2025-12-16 19:31:09.478,0.001277,,-0.00003,0,0,5222,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,480,,trabalho-deep-learning-mestrado
gen-1765913468-dFCQ716kMeYXcLOCg2IU,2025-12-16 19:31:08.855,0.001431,,-0.000023,0,0,5808,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,518,,trabalho-deep-learning-mestrado
gen-1765913468-XLeNhboBVfa379RMPbBg,2025-12-16 19:31:08.286,0.001158,,-0.00003,0,0,4743,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,469,,trabalho-deep-learning-mestrado
gen-1765913467-Z2e9K8biRLoeJ9gccqx9,2025-12-16 19:31:07.806,0.000757,,-0.000023,0,0,3110,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,386,,trabalho-deep-learning-mestrado
gen-1765913467-KjoS8p8G2TDmzjcyYD1V,2025-12-16 19:31:07.273,0.00087,,-0.000023,0,0,3562,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,433,,trabalho-deep-learning-mestrado
gen-1765913466-eldipXY2onXCA0JDFII7,2025-12-16 19:31:06.612,0.001711,,-0.000026,0,0,6942,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,564,,trabalho-deep-learning-mestrado
gen-1765913465-e9TCuOKGe29zOWwPBMiL,2025-12-16 19:31:05.886,0.001913,,-0.000026,0,0,7750,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,604,,trabalho-deep-learning-mestrado
gen-1765913465-JCWiqtaBWr7bZ4e3gHkT,2025-12-16 19:31:05.146,0.002088,,-0.000023,0,0,8436,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,649,,trabalho-deep-learning-mestrado
gen-1765913464-BjZ0fqW2SYv2kXNwf9LH,2025-12-16 19:31:04.521,0.001387,,-0.00003,0,0,5659,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,523,,trabalho-deep-learning-mestrado
gen-1765913463-bEtEXgTMAot1iytm7JeS,2025-12-16 19:31:03.902,0.001517,,-0.00003,0,0,6181,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,532,,trabalho-deep-learning-mestrado
gen-1765913463-l8pG19SXUqsRpgvn2tBW,2025-12-16 19:31:03.457,0.000592,,-0.000023,0,0,2450,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,355,,trabalho-deep-learning-mestrado
gen-1765913462-8h01ZK7A3mvOjaOaXw7N,2025-12-16 19:31:02.877,0.001282,,-0.000023,0,0,5211,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,486,,trabalho-deep-learning-mestrado
gen-1765913462-4uGD5f0R5sgr10Ey6sxj,2025-12-16 19:31:02.111,0.001792,,-0.00003,0,0,7279,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,668,,trabalho-deep-learning-mestrado
gen-1765913461-Rc5vwqUMGimex2eYM4a5,2025-12-16 19:31:01.488,0.001531,,-0.00003,0,0,6238,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,528,,trabalho-deep-learning-mestrado
gen-1765913460-Hi6LskoqhBjSXmxD99pi,2025-12-16 19:31:00.978,0.000797,,-0.00003,0,0,3299,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,412,,trabalho-deep-learning-mestrado
gen-1765913460-0mgszXJUYqO9xVhywPnF,2025-12-16 19:31:00.443,0.001014,,-0.000026,0,0,4155,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,436,,trabalho-deep-learning-mestrado
gen-1765913459-ldic0GiiZL6SB1KcsgQA,2025-12-16 19:30:59.850,0.000964,,-0.00003,0,0,3968,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,479,,trabalho-deep-learning-mestrado
gen-1765913459-tsv56RX6cRaZbEhbDJYW,2025-12-16 19:30:59.176,0.001674,,-0.000026,0,0,6795,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,575,,trabalho-deep-learning-mestrado
gen-1765913458-Q2pinlW4u9rjQB5sGdTV,2025-12-16 19:30:58.186,0.003103,,-0.00003,0,0,12526,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,888,,trabalho-deep-learning-mestrado
gen-1765913457-dGDXI3AIzPUMQlLE3I7T,2025-12-16 19:30:57.731,0.000501,,-0.000023,0,0,2086,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,351,,trabalho-deep-learning-mestrado
gen-1765913457-jUwVW4QaNjv2YehhNtxe,2025-12-16 19:30:57.102,0.001351,,-0.00003,0,0,5517,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,535,,trabalho-deep-learning-mestrado
gen-1765913456-GWUaRYTTEe5t8VU8x7GD,2025-12-16 19:30:56.349,0.001541,,-0.00003,0,0,6278,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,663,,trabalho-deep-learning-mestrado
gen-1765913455-E2vrWRe0lCFdfc2fXw1t,2025-12-16 19:30:55.768,0.001214,,-0.000023,0,0,4937,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,482,,trabalho-deep-learning-mestrado
gen-1765913455-CgF120o4rquhfbnUbudh,2025-12-16 19:30:55.173,0.001275,,-0.00003,0,0,5213,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,500,,trabalho-deep-learning-mestrado
gen-1765913454-ICMmwpJIQgPnWESofSpW,2025-12-16 19:30:54.670,0.000825,,-0.00003,0,0,3411,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,402,,trabalho-deep-learning-mestrado
gen-1765913454-9J0c3NKWa45m1odTpJq4,2025-12-16 19:30:54.159,0.000887,,-0.000026,0,0,3644,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,422,,trabalho-deep-learning-mestrado
gen-1765913453-gIjw6whx1BlAYAwpXlFs,2025-12-16 19:30:53.508,0.001588,,-0.00003,0,0,6466,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,552,,trabalho-deep-learning-mestrado
gen-1765913452-HXWW5Yt0GxZpgkgLNPmX,2025-12-16 19:30:52.899,0.001507,,-0.00003,0,0,6140,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,524,,trabalho-deep-learning-mestrado
gen-1765913452-foFLPifaWEbX5WZaC9oa,2025-12-16 19:30:52.314,0.001206,,-0.00003,0,0,4938,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,28,470,,trabalho-deep-learning-mestrado
gen-1765913451-k6ReZ6IsVXNvAMaBc1qG,2025-12-16 19:30:51.729,0.001224,,-0.000026,0,0,4994,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,37,485,,trabalho-deep-learning-mestrado
gen-1765913451-D3q7t0TrMB1Xx9nqXRYP,2025-12-16 19:30:51.045,0.001909,,-0.00003,0,0,7750,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,598,,trabalho-deep-learning-mestrado
gen-1765913450-W4S59phxY9yLKkTj26ra,2025-12-16 19:30:50.285,0.002123,,-0.000023,0,0,8575,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,662,,trabalho-deep-learning-mestrado
gen-1765913449-1UW4CczxRup7zJz0TjEV,2025-12-16 19:30:49.772,0.000648,,-0.000023,0,0,2673,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,424,,trabalho-deep-learning-mestrado
gen-1765913449-6VA9oMB45vcFaUmObaKS,2025-12-16 19:30:49.201,0.001268,,-0.000028,0,0,5176,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,485,,trabalho-deep-learning-mestrado
gen-1765913448-mBSBhlmRAkyWqS90Q0gB,2025-12-16 19:30:48.628,0.00126,,-0.000023,0,0,5121,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,474,,trabalho-deep-learning-mestrado
gen-1765913448-Nj5wdiGOpXnOb1UcJ4rE,2025-12-16 19:30:48.112,0.000821,,-0.00003,0,0,3398,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,419,,trabalho-deep-learning-mestrado
gen-1765913447-bkA1VqvpwFPsArzWlljn,2025-12-16 19:30:47.520,0.001299,,-0.00003,0,0,5308,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,501,,trabalho-deep-learning-mestrado
gen-1765913447-EZV9eNKMDgyodekUYYaa,2025-12-16 19:30:47.014,0.000932,,-0.00003,0,0,3842,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,28,420,,trabalho-deep-learning-mestrado
gen-1765913446-WMpwnIvpth7P4eFChS8z,2025-12-16 19:30:46.573,0.000244,,-0.000023,0,0,1057,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,363,,trabalho-deep-learning-mestrado
gen-1765913445-U2MFHamwFFPo226z4uTg,2025-12-16 19:30:45.910,0.001601,,-0.00003,0,0,6515,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,573,,trabalho-deep-learning-mestrado
gen-1765913445-GtXHnMFDJs00IaviY9j9,2025-12-16 19:30:45.165,0.001928,,-0.000023,0,0,7796,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,25,656,,trabalho-deep-learning-mestrado
gen-1765913444-KBUpe0X8bYjGuDbuUMm3,2025-12-16 19:30:44.558,0.001512,,-0.00003,0,0,6161,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,515,,trabalho-deep-learning-mestrado
gen-1765913443-ALKg8z391paKnQDqvBJb,2025-12-16 19:30:43.819,0.001383,,-0.00003,0,0,5643,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,108,579,,trabalho-deep-learning-mestrado
gen-1765913443-8i3R7uA6fTjO1yLHkyaY,2025-12-16 19:30:43.263,0.001199,,-0.00003,0,0,4910,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,468,,trabalho-deep-learning-mestrado
gen-1765913442-JhB08gWrD4x22FmISVI6,2025-12-16 19:30:42.662,0.001432,,-0.000023,0,0,5811,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,514,,trabalho-deep-learning-mestrado
gen-1765913441-nadJf6WAjWtVMGvWogfu,2025-12-16 19:30:41.714,0.001833,,-0.00003,0,0,7445,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,43,596,,trabalho-deep-learning-mestrado
gen-1765913441-yOuBL1BpJi7KVQHdtb36,2025-12-16 19:30:41.335,0.000239,,-0.00003,0,0,1070,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,295,,trabalho-deep-learning-mestrado
gen-1765913440-ToovvkREJVtwFUx90HJ1,2025-12-16 19:30:40.734,0.001287,,-0.00003,0,0,5260,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,505,,trabalho-deep-learning-mestrado
gen-1765913440-XQzJhTDsMRmbIuK2JSll,2025-12-16 19:30:40.147,0.001186,,-0.00003,0,0,4857,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,58,474,,trabalho-deep-learning-mestrado
gen-1765913439-xjA7AvoKzs3PIoKR2NS4,2025-12-16 19:30:39.640,0.000908,,-0.000023,0,0,3715,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,421,,trabalho-deep-learning-mestrado
gen-1765913438-L4JeRfRF5etkAAtOPjt2,2025-12-16 19:30:38.877,0.000647,,-0.00003,0,0,2699,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,176,536,,trabalho-deep-learning-mestrado
gen-1765913438-vZpnF21zQXeukRpuoaI8,2025-12-16 19:30:38.299,0.001166,,-0.00003,0,0,4778,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,53,465,,trabalho-deep-learning-mestrado
gen-1765913437-QAIjNqaDUWpdoKLWNJaq,2025-12-16 19:30:37.614,0.001393,,-0.00003,0,0,5686,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,110,524,,trabalho-deep-learning-mestrado
gen-1765913436-agDgh3oyVlRxfgKvDTLD,2025-12-16 19:30:36.686,0.001289,,-0.00003,0,0,5270,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,55,526,,trabalho-deep-learning-mestrado
gen-1765913436-Mh7yxoBjfJe3CUaJMl1l,2025-12-16 19:30:36.194,0.000891,,-0.000023,0,0,3646,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,409,,trabalho-deep-learning-mestrado
gen-1765913435-Cwnr30h6IhG9GZ8xyB7N,2025-12-16 19:30:35.577,0.001476,,-0.000023,0,0,5987,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,520,,trabalho-deep-learning-mestrado
gen-1765913435-uH9NeHBaOBz5OVO5vO31,2025-12-16 19:30:35.013,0.00099,,-0.00003,0,0,4071,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,437,,trabalho-deep-learning-mestrado
gen-1765913434-PgB9RX5q9I9jScN2WrKZ,2025-12-16 19:30:34.401,0.001523,,-0.00003,0,0,6204,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,531,,trabalho-deep-learning-mestrado
gen-1765913433-YA01qMjtz1vanlNVhbJ3,2025-12-16 19:30:33.654,0.00193,,-0.000023,0,0,7804,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,43,637,,trabalho-deep-learning-mestrado
gen-1765913432-DnlEaWoxm6OqYN76O7cQ,2025-12-16 19:30:32.877,0.002199,,-0.00003,0,0,8907,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,679,,trabalho-deep-learning-mestrado
gen-1765913432-Kz0RusZAkgLp7Wn4DEts,2025-12-16 19:30:32.065,0.002353,,-0.00003,0,0,9525,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,711,,trabalho-deep-learning-mestrado
gen-1765913431-sG66oFCvSD26sFQ0Kvk0,2025-12-16 19:30:31.545,0.000963,,-0.000023,0,0,3936,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,436,,trabalho-deep-learning-mestrado
gen-1765913430-JYenJkpR5TS1Evsi13fn,2025-12-16 19:30:30.753,0.002073,,-0.000026,0,0,8390,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,48,673,,trabalho-deep-learning-mestrado
gen-1765913430-9sy1pNukHZ86jSFGZaUD,2025-12-16 19:30:30.149,0.001419,,-0.000026,0,0,5775,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,41,509,,trabalho-deep-learning-mestrado
gen-1765913429-PpKxlSwKcjh5kea7WxgX,2025-12-16 19:30:29.496,0.001617,,-0.00003,0,0,6582,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,549,,trabalho-deep-learning-mestrado
gen-1765913429-tyjpGXx3gd00fAxK2sHn,2025-12-16 19:30:29.000,0.000697,,-0.000023,0,0,2869,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,56,392,,trabalho-deep-learning-mestrado
gen-1765913428-OFzpAJBgoviI7DIObHbf,2025-12-16 19:30:28.471,0.000683,,-0.000023,0,0,2813,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,443,,trabalho-deep-learning-mestrado
gen-1765913427-qUYJKRYJL1tX0hKzvRrq,2025-12-16 19:30:27.755,0.001855,,-0.000026,0,0,7518,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,27,614,,trabalho-deep-learning-mestrado
gen-1765913427-oyy0VYrYBwsRUGVpqXGj,2025-12-16 19:30:27.007,0.001987,,-0.00003,0,0,8062,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,624,,trabalho-deep-learning-mestrado
gen-1765913426-zUX4oJvZ91KEVNybBGtU,2025-12-16 19:30:26.588,0.000466,,-0.000023,0,0,1945,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,29,338,,trabalho-deep-learning-mestrado
gen-1765913426-aKrer5xG1H6NPFIGhCZL,2025-12-16 19:30:26.099,0.000576,,-0.000023,0,0,2388,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,398,,trabalho-deep-learning-mestrado
gen-1765913425-edLm11b99VEOYcABA6W1,2025-12-16 19:30:25.458,0.001575,,-0.000023,0,0,6383,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,543,,trabalho-deep-learning-mestrado
gen-1765913424-zsYEcEnMeC9PYtnEKqRc,2025-12-16 19:30:24.861,0.001372,,-0.00003,0,0,5601,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,38,495,,trabalho-deep-learning-mestrado
gen-1765913424-Suxkt1QFGZvm1mO88lqA,2025-12-16 19:30:24.358,0.000888,,-0.000023,0,0,3635,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,415,,trabalho-deep-learning-mestrado
gen-1765913423-9tIOwSTUlg7V0ID7fWNq,2025-12-16 19:30:23.703,0.00144,,-0.000023,0,0,5842,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,46,534,,trabalho-deep-learning-mestrado
gen-1765913422-meQ7FfIKfEGAviyYeTx4,2025-12-16 19:30:22.977,0.002011,,-0.000023,0,0,8127,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,619,,trabalho-deep-learning-mestrado
gen-1765913422-JVsD6HUR05FCZz8nh5Z8,2025-12-16 19:30:22.383,0.001338,,-0.00003,0,0,5463,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,505,,trabalho-deep-learning-mestrado
gen-1765913421-wIej5BPwW3ahjKUZ9KiE,2025-12-16 19:30:21.618,0.002081,,-0.000026,0,0,8420,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,675,,trabalho-deep-learning-mestrado
gen-1765913421-bQg8t5IMdAizhv4ZLz05,2025-12-16 19:30:21.122,0.000749,,-0.000023,0,0,3079,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,416,,trabalho-deep-learning-mestrado
gen-1765913420-GzeitmLHahMgvXwdYWrc,2025-12-16 19:30:20.624,0.000901,,-0.00003,0,0,3717,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,26,425,,trabalho-deep-learning-mestrado
gen-1765913420-WKT1XteuxdMWbdRZqEw5,2025-12-16 19:30:20.052,0.001292,,-0.000023,0,0,5249,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,27,491,,trabalho-deep-learning-mestrado
gen-1765913419-t18yriO50fTG18tJU76k,2025-12-16 19:30:19.462,0.001318,,-0.000026,0,0,5369,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,500,,trabalho-deep-learning-mestrado
gen-1765913418-2fKmc5qRmlRYoTWSoITa,2025-12-16 19:30:18.766,0.001931,,-0.00003,0,0,7837,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,605,,trabalho-deep-learning-mestrado
gen-1765913418-uwXkPIogSgZWkrC7PNpf,2025-12-16 19:30:18.144,0.000901,,-0.00003,0,0,3715,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,428,,trabalho-deep-learning-mestrado
gen-1765913417-oli7wFa7qvwVkHyJQuYR,2025-12-16 19:30:17.636,0.000754,,-0.00003,0,0,3130,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,428,,trabalho-deep-learning-mestrado
gen-1765913417-7OJXshbRWbsUEcUsVZn6,2025-12-16 19:30:17.065,0.001078,,-0.000026,0,0,4409,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,472,,trabalho-deep-learning-mestrado
gen-1765913416-3ZisUt1WvXPpSaigCCwO,2025-12-16 19:30:16.547,0.000941,,-0.000023,0,0,3847,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,430,,trabalho-deep-learning-mestrado
gen-1765913415-iRP9E1dIepmbxyeZ5nNM,2025-12-16 19:30:15.902,0.001673,,-0.00003,0,0,6806,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,556,,trabalho-deep-learning-mestrado
gen-1765913415-J5qtmSRYfJ07LsrsD4x1,2025-12-16 19:30:15.195,0.001907,,-0.00003,0,0,7741,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,615,,trabalho-deep-learning-mestrado
gen-1765913414-SlTxxmGLjScQ49RNwn4D,2025-12-16 19:30:14.235,0.002505,,-0.000026,0,0,10119,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,68,835,,trabalho-deep-learning-mestrado
gen-1765913413-tCYQtPKoFFpcip6hnMxi,2025-12-16 19:30:13.565,0.001816,,-0.000026,0,0,7361,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,584,,trabalho-deep-learning-mestrado
